week,city,channel,spend,impressions,clicks,attributed_conversions
2025-10-06,Munich,Organic,0.0,17232,532,38
2025-10-06,Munich,Affiliate,3390.89,122023,2151,139
2025-10-13,Munich,Google Ads,10157.42,341151,6557,388
2025-10-13,Munich,Meta,7396.24,235325,3706,173
2025-10-13,Munich,Email,0.0,12427,503,33
2025-10-13,Munich,Organic,0.0,18063,618,31
2025-10-13,Munich,Affiliate,3438.18,135026,2350,150
2025-10-20,Munich,Google Ads,9245.06,319414,7163,338
2025-10-20,Munich,Meta,7621.21,288946,7010,230
2025-10-20,Munich,Email,0.0,14756,791,63
2025-10-20,Munich,Organic,0.0,15026,395,22
2025-10-20,Munich,Affiliate,3337.07,116302,2609,181
2025-10-27,Munich,Google Ads,10794.06,428414,7994,311
2025-10-27,Munich,Meta,7773.5,243141,8056,362
2025-10-27,Munich,Email,0.0,12104,466,43
2025-10-27,Munich,Organic,0.0,28484,881,37
2025-10-27,Munich,Affiliate,3806.97,150410,5132,266
2025-11-03,Munich,Google Ads,9771.0,327664,10582,664
2025-11-03,Munich,Meta,7819.08,311419,8814,312
2025-11-03,Munich,Email,0.0,16172,826,63
2025-11-03,Munich,Organic,0.0,30404,1136,80
2025-11-03,Munich,Affiliate,3493.68,118661,2764,149
2025-11-10,Munich,Google Ads,10139.94,317145,6600,458
2025-11-10,Munich,Meta,8167.34,232836,6367,217
2025-11-10,Munich,Email,0.0,9527,427,41
2025-11-10,Munich,Organic,0.0,34337,743,50
2025-11-10,Munich,Affiliate,3571.11,114182,1779,95
2025-11-17,Munich,Google Ads,10365.21,360423,6384,349
2025-11-17,Munich,Meta,7650.66,295443,6127,272
2025-11-17,Munich,Email,0.0,9460,350,21
2025-11-17,Munich,Organic,0.0,38655,943,63
2025-11-17,Munich,Affiliate,3196.06,102591,3130,117
2025-11-24,Munich,Google Ads,10528.11,306593,9476,461
2025-11-24,Munich,Meta,7730.67,266223,8450,499
2025-11-24,Munich,Email,0.0,14169,559,33
2025-11-24,Munich,Organic,0.0,26323,830,59
2025-11-24,Munich,Affiliate,3750.59,144001,2928,163
2025-12-01,Munich,Google Ads,9166.31,365218,11103,497
2025-12-01,Munich,Meta,7407.32,225760,6504,423
2025-12-01,Munich,Email,0.0,18955,1044,77
2025-12-01,Munich,Organic,0.0,36207,771,40
2025-12-01,Munich,Affiliate,3274.66,110154,3219,189
2025-12-08,Munich,Google Ads,9854.5,292909,8837,414
2025-12-08,Munich,Meta,7543.32,272853,6841,240
2025-12-08,Munich,Email,0.0,8899,376,21
2025-12-08,Munich,Organic,0.0,39373,979,75
2025-12-08,Munich,Affiliate,3403.65,128370,2645,112
2025-12-15,Munich,Google Ads,8897.19,250731,6171,201
2025-12-15,Munich,Meta,8093.16,305322,9486,595
2025-12-15,Munich,Email,0.0,9845,549,46
2025-12-15,Munich,Organic,0.0,34062,1323,74
2025-12-15,Munich,Affiliate,4146.0,142107,2597,109
2025-12-22,Munich,Google Ads,9412.62,316979,7366,314
2025-12-22,Munich,Meta,7964.36,270604,6158,366
2025-12-22,Munich,Email,0.0,9972,463,27
2025-12-22,Munich,Organic,0.0,36980,1268,68
2025-12-22,Munich,Affiliate,3727.85,119643,3347,166
2024-01-01,Hamburg,Google Ads,11323.79,443294,12397,432
2024-01-01,Hamburg,Meta,5653.76,212832,7015,324
2024-01-01,Hamburg,Email,0.0,12093,499,32
2024-01-01,Hamburg,Organic,0.0,29248,908,72
2024-01-01,Hamburg,Affiliate,2334.6,67770,2314,75
2024-01-08,Hamburg,Google Ads,10485.82,394005,6707,355
2024-01-08,Hamburg,Meta,5313.72,202633,3131,218
2024-01-08,Hamburg,Email,0.0,11895,512,27
2024-01-08,Hamburg,Organic,0.0,30878,1218,49
2024-01-08,Hamburg,Affiliate,2417.83,89075,3059,157
2024-01-15,Hamburg,Google Ads,11019.98,379988,12606,520
2024-01-15,Hamburg,Meta,4923.57,142927,4114,123
2024-01-15,Hamburg,Email,0.0,14196,439,33
2024-01-15,Hamburg,Organic,0.0,21548,844,61
2024-01-15,Hamburg,Affiliate,2265.57,83120,1634,94
2024-01-22,Hamburg,Google Ads,11476.37,353257,8061,491
2024-01-22,Hamburg,Meta,5245.67,181371,4011,244
2024-01-22,Hamburg,Email,0.0,18371,740,48
2024-01-22,Hamburg,Organic,0.0,20004,721,33
2024-01-22,Hamburg,Affiliate,2200.22,61808,1935,99
2024-01-29,Hamburg,Google Ads,12244.18,362797,11582,638
2024-01-29,Hamburg,Meta,5836.89,172668,4458,283
2024-01-29,Hamburg,Email,0.0,16426,681,67
2024-01-29,Hamburg,Organic,0.0,23240,554,33
2024-01-29,Hamburg,Affiliate,2430.58,92065,2765,171
2024-02-05,Hamburg,Google Ads,10645.16,341074,6875,471
2024-02-05,Hamburg,Meta,5378.8,160149,2747,154
2024-02-05,Hamburg,Email,0.0,8160,348,25
2024-02-05,Hamburg,Organic,0.0,25839,841,64
2024-02-05,Hamburg,Affiliate,2267.13,78908,1708,55
2024-02-12,Hamburg,Google Ads,10487.39,309428,7723,484
2024-02-12,Hamburg,Meta,5495.27,183379,3263,145
2024-02-12,Hamburg,Email,0.0,15280,814,78
2024-02-12,Hamburg,Organic,0.0,26034,648,33
2024-02-12,Hamburg,Affiliate,2381.15,73691,2341,77
2024-02-19,Hamburg,Google Ads,10808.68,366522,7728,493
2024-02-19,Hamburg,Meta,5120.58,147384,3337,209
2024-02-19,Hamburg,Email,0.0,11084,555,55
2024-02-19,Hamburg,Organic,0.0,24766,775,46
2024-02-19,Hamburg,Affiliate,2413.43,95110,2628,168
2024-02-26,Hamburg,Google Ads,11387.63,335955,6785,410
2024-02-26,Hamburg,Meta,5354.48,171289,4283,250
2024-02-26,Hamburg,Email,0.0,15094,773,58
2024-02-26,Hamburg,Organic,0.0,29537,857,51
2024-02-26,Hamburg,Affiliate,2513.68,83072,2432,150
2024-03-04,Hamburg,Google Ads,10822.12,325455,11368,606
2024-03-04,Hamburg,Meta,5458.57,178122,3756,172
2024-03-04,Hamburg,Email,0.0,8578,425,34
2024-03-04,Hamburg,Organic,0.0,19709,707,55
2024-03-04,Hamburg,Affiliate,2445.27,90001,2002,108
2024-03-11,Hamburg,Google Ads,10812.09,348296,8590,425
2024-03-11,Hamburg,Meta,5596.73,168019,4165,129
2024-03-11,Hamburg,Email,0.0,9452,557,43
2024-03-11,Hamburg,Organic,0.0,33526,1059,56
2024-03-11,Hamburg,Affiliate,2434.64,86010,2483,133
2024-03-18,Hamburg,Google Ads,11100.05,437369,12030,522
2024-03-18,Hamburg,Meta,5254.91,157978,4073,183
2024-03-18,Hamburg,Email,0.0,12674,753,61
2024-03-18,Hamburg,Organic,0.0,34560,1102,76
2024-03-18,Hamburg,Affiliate,2406.16,83468,1589,64
2024-03-25,Hamburg,Google Ads,12023.09,429249,7687,331
2024-03-25,Hamburg,Meta,5148.34,152903,3748,242
2024-03-25,Hamburg,Email,0.0,10443,334,23
2024-03-25,Hamburg,Organic,0.0,37105,1116,83
2024-03-25,Hamburg,Affiliate,2210.47,61939,1005,57
2024-04-01,Hamburg,Google Ads,12333.27,390690,13250,424
2024-04-01,Hamburg,Meta,5393.87,171596,5874,310
2024-04-01,Hamburg,Email,0.0,18194,742,58
2024-04-01,Hamburg,Organic,0.0,27696,944,52
2024-04-01,Hamburg,Affiliate,2002.64,76834,1244,61
2024-04-08,Hamburg,Google Ads,11019.0,389070,10826,546
2024-04-08,Hamburg,Meta,5437.7,152732,3937,187
2024-04-08,Hamburg,Email,0.0,13514,438,35
2024-04-08,Hamburg,Organic,0.0,19236,678,47
2024-04-08,Hamburg,Affiliate,2253.87,89347,1356,60
2024-04-15,Hamburg,Google Ads,11800.44,413030,9601,370
2024-04-15,Hamburg,Meta,5827.98,163384,4671,296
2024-04-15,Hamburg,Email,0.0,19862,877,59
2024-04-15,Hamburg,Organic,0.0,34106,1211,80
2024-04-15,Hamburg,Affiliate,2370.94,86903,2277,97
2024-04-22,Hamburg,Google Ads,9717.31,342535,6588,453
2024-04-22,Hamburg,Meta,5625.84,177307,4939,199
2024-04-22,Hamburg,Email,0.0,10786,403,39
2024-04-22,Hamburg,Organic,0.0,33773,832,41
2024-04-22,Hamburg,Affiliate,2442.69,85607,2952,130
2024-04-29,Hamburg,Google Ads,11429.5,328214,8413,490
2024-04-29,Hamburg,Meta,5417.36,169510,2760,132
2024-04-29,Hamburg,Email,0.0,11990,425,28
2024-04-29,Hamburg,Organic,0.0,28196,1009,69
2024-04-29,Hamburg,Affiliate,2273.95,86359,1670,114
2024-05-06,Hamburg,Google Ads,10837.48,431845,10130,392
2024-05-06,Hamburg,Meta,4927.88,140923,4797,291
2024-05-06,Hamburg,Email,0.0,13118,573,43
2024-05-06,Hamburg,Organic,0.0,38028,909,54
2024-05-06,Hamburg,Affiliate,2403.15,73065,2067,112
2024-05-13,Hamburg,Google Ads,10719.33,344887,11378,683
2024-05-13,Hamburg,Meta,4856.85,141796,2751,111
2024-05-13,Hamburg,Email,0.0,10360,416,25
2024-05-13,Hamburg,Organic,0.0,23113,627,48
2024-05-13,Hamburg,Affiliate,2596.62,74385,1486,95
2024-05-20,Hamburg,Google Ads,10104.97,297870,6205,282
2024-05-20,Hamburg,Meta,5172.3,165397,5717,253
2024-05-20,Hamburg,Email,0.0,16142,536,49
2024-05-20,Hamburg,Organic,0.0,39840,1257,68
2024-05-20,Hamburg,Affiliate,2097.94,62067,1786,88
2024-05-27,Hamburg,Google Ads,10376.27,361310,5748,312
2024-05-27,Hamburg,Meta,5568.51,218954,6313,332
2024-05-27,Hamburg,Email,0.0,16879,512,51
2024-05-27,Hamburg,Organic,0.0,29986,1134,78
2024-05-27,Hamburg,Affiliate,2529.42,84634,1447,76
2024-06-03,Hamburg,Google Ads,10765.52,400908,6906,215
2024-06-03,Hamburg,Meta,5283.9,193223,6488,400
2024-06-03,Hamburg,Email,0.0,15674,517,28
2024-06-03,Hamburg,Organic,0.0,26694,898,57
2024-06-03,Hamburg,Affiliate,2611.39,84741,2547,177
2024-06-10,Hamburg,Google Ads,10737.35,397164,10605,470
2024-06-10,Hamburg,Meta,5245.72,165818,2568,101
2024-06-10,Hamburg,Email,0.0,10544,522,32
2024-06-10,Hamburg,Organic,0.0,18369,637,47
2024-06-10,Hamburg,Affiliate,2198.4,73178,1463,95
2024-06-17,Hamburg,Google Ads,10949.07,319481,8457,290
2024-06-17,Hamburg,Meta,5340.01,174419,3683,196
2024-06-17,Hamburg,Email,0.0,8055,414,26
2024-06-17,Hamburg,Organic,0.0,15427,310,19
2024-06-17,Hamburg,Affiliate,2171.51,71794,2204,151
2024-06-24,Hamburg,Google Ads,10193.67,387414,6585,386
2024-06-24,Hamburg,Meta,5529.46,159203,4791,150
2024-06-24,Hamburg,Email,0.0,10312,556,51
2024-06-24,Hamburg,Organic,0.0,19049,521,37
2024-06-24,Hamburg,Affiliate,2323.84,74693,2414,141
2024-07-01,Hamburg,Google Ads,11308.25,393179,10723,487
2024-07-01,Hamburg,Meta,5502.88,178593,4248,240
2024-07-01,Hamburg,Email,0.0,10119,402,33
2024-07-01,Hamburg,Organic,0.0,20405,534,29
2024-07-01,Hamburg,Affiliate,2192.41,85431,1288,69
2024-07-08,Hamburg,Google Ads,11377.66,388127,7351,428
2024-07-08,Hamburg,Meta,5858.55,193285,3813,127
2024-07-08,Hamburg,Email,0.0,19643,1170,80
2024-07-08,Hamburg,Organic,0.0,35865,1291,73
2024-07-08,Hamburg,Affiliate,2067.97,70770,2264,135
2024-07-15,Hamburg,Google Ads,10752.52,383251,8460,420
2024-07-15,Hamburg,Meta,5791.65,216957,4042,247
2024-07-15,Hamburg,Email,0.0,11371,656,37
2024-07-15,Hamburg,Organic,0.0,35436,786,60
2024-07-15,Hamburg,Affiliate,2179.61,67040,1178,36
2024-07-22,Hamburg,Google Ads,10363.41,374449,11842,630
2024-07-22,Hamburg,Meta,4852.96,187941,4357,146
2024-07-22,Hamburg,Email,0.0,19705,934,92
2024-07-22,Hamburg,Organic,0.0,33387,710,47
2024-07-22,Hamburg,Affiliate,2137.83,70559,1420,84
2024-07-29,Hamburg,Google Ads,11243.15,428588,11598,675
2024-07-29,Hamburg,Meta,5287.1,208363,4479,157
2024-07-29,Hamburg,Email,0.0,10325,553,40
2024-07-29,Hamburg,Organic,0.0,19322,735,31
2024-07-29,Hamburg,Affiliate,2497.6,82596,1246,47
2024-08-05,Hamburg,Google Ads,9894.96,360847,8710,279
2024-08-05,Hamburg,Meta,5248.91,152011,3857,248
2024-08-05,Hamburg,Email,0.0,11986,631,45
2024-08-05,Hamburg,Organic,0.0,19610,696,49
2024-08-05,Hamburg,Affiliate,2187.66,72082,2409,72
2024-08-12,Hamburg,Google Ads,11177.1,342773,7770,267
2024-08-12,Hamburg,Meta,5106.83,157001,2974,90
2024-08-12,Hamburg,Email,0.0,14467,602,45
2024-08-12,Hamburg,Organic,0.0,19932,728,50
2024-08-12,Hamburg,Affiliate,2357.27,78001,2668,122
2024-08-19,Hamburg,Google Ads,11706.5,388441,7183,371
2024-08-19,Hamburg,Meta,5212.23,201141,6901,394
2024-08-19,Hamburg,Email,0.0,19494,837,52
2024-08-19,Hamburg,Organic,0.0,33872,938,61
2024-08-19,Hamburg,Affiliate,2303.5,77354,1428,78
2024-08-26,Hamburg,Google Ads,10526.24,323060,5792,347
2024-08-26,Hamburg,Meta,5199.2,189155,3109,120
2024-08-26,Hamburg,Email,0.0,11664,402,37
2024-08-26,Hamburg,Organic,0.0,23792,844,38
2024-08-26,Hamburg,Affiliate,2070.6,61491,1016,64
2024-09-02,Hamburg,Google Ads,11071.46,387340,9887,660
2024-09-02,Hamburg,Meta,6014.4,210649,6775,230
2024-09-02,Hamburg,Email,0.0,17046,777,52
2024-09-02,Hamburg,Organic,0.0,36216,1157,62
2024-09-02,Hamburg,Affiliate,2449.12,72088,2082,144
2024-09-09,Hamburg,Google Ads,10047.61,377638,7121,245
2024-09-09,Hamburg,Meta,5449.42,215436,6979,319
2024-09-09,Hamburg,Email,0.0,18143,654,60
2024-09-09,Hamburg,Organic,0.0,21693,676,52
2024-09-09,Hamburg,Affiliate,2382.24,69568,1096,45
2024-09-16,Hamburg,Google Ads,11051.05,396745,6128,188
2024-09-16,Hamburg,Meta,5486.87,159887,5148,339
2024-09-16,Hamburg,Email,0.0,19997,836,60
2024-09-16,Hamburg,Organic,0.0,26449,1045,53
2024-09-16,Hamburg,Affiliate,2482.5,84410,2268,152
2024-09-23,Hamburg,Google Ads,11054.66,404135,13155,831
2024-09-23,Hamburg,Meta,5441.17,188670,6549,355
2024-09-23,Hamburg,Email,0.0,15568,752,57
2024-09-23,Hamburg,Organic,0.0,30883,887,64
2024-09-23,Hamburg,Affiliate,2301.01,90396,1396,72
2024-09-30,Hamburg,Google Ads,11520.74,331224,5052,282
2024-09-30,Hamburg,Meta,5521.66,202774,3345,162
2024-09-30,Hamburg,Email,0.0,15553,577,47
2024-09-30,Hamburg,Organic,0.0,28886,853,42
2024-09-30,Hamburg,Affiliate,2711.64,85840,1511,98
2024-10-07,Hamburg,Google Ads,11652.26,427149,10618,370
2024-10-07,Hamburg,Meta,5318.2,182232,3432,228
2024-10-07,Hamburg,Email,0.0,8022,388,22
2024-10-07,Hamburg,Organic,0.0,21899,491,25
2024-10-07,Hamburg,Affiliate,2475.1,81882,1769,102
2024-10-14,Hamburg,Google Ads,11515.79,360782,10388,470
2024-10-14,Hamburg,Meta,4757.3,149790,4614,197
2024-10-14,Hamburg,Email,0.0,18854,668,35
2024-10-14,Hamburg,Organic,0.0,34023,809,37
2024-10-14,Hamburg,Affiliate,2425.79,76520,2604,142
2024-10-21,Hamburg,Google Ads,10458.5,330970,5237,291
2024-10-21,Hamburg,Meta,5393.31,190462,3280,125
2024-10-21,Hamburg,Email,0.0,10429,409,23
2024-10-21,Hamburg,Organic,0.0,32430,1059,69
2024-10-21,Hamburg,Affiliate,2388.34,78392,1960,119
2024-10-28,Hamburg,Google Ads,10510.44,316659,7166,222
2024-10-28,Hamburg,Meta,5025.59,200944,3828,170
2024-10-28,Hamburg,Email,0.0,13678,626,50
2024-10-28,Hamburg,Organic,0.0,15498,425,22
2024-10-28,Hamburg,Affiliate,2456.32,86641,2537,159
2024-11-04,Hamburg,Google Ads,10737.3,341757,9133,455
2024-11-04,Hamburg,Meta,5259.74,148868,3131,176
2024-11-04,Hamburg,Email,0.0,14105,842,50
2024-11-04,Hamburg,Organic,0.0,38717,1283,89
2024-11-04,Hamburg,Affiliate,2186.08,64195,1730,76
2024-11-11,Hamburg,Google Ads,11112.42,382106,7372,363
2024-11-11,Hamburg,Meta,5112.48,165335,2761,149
2024-11-11,Hamburg,Email,0.0,14158,765,69
2024-11-11,Hamburg,Organic,0.0,16128,338,18
2024-11-11,Hamburg,Affiliate,2329.83,80811,1914,123
2024-11-18,Hamburg,Google Ads,11630.84,327132,9171,605
2024-11-18,Hamburg,Meta,4964.77,184192,3624,166
2024-11-18,Hamburg,Email,0.0,10985,569,44
2024-11-18,Hamburg,Organic,0.0,30358,839,44
2024-11-18,Hamburg,Affiliate,2300.17,66808,1441,88
2024-11-25,Hamburg,Google Ads,11276.54,355122,10589,458
2024-11-25,Hamburg,Meta,5141.85,195719,4883,155
2024-11-25,Hamburg,Email,0.0,10774,508,28
2024-11-25,Hamburg,Organic,0.0,39924,1282,90
2024-11-25,Hamburg,Affiliate,2431.76,85323,2624,82
2024-12-02,Hamburg,Google Ads,11517.04,361492,10476,489
2024-12-02,Hamburg,Meta,5421.94,206434,4073,259
2024-12-02,Hamburg,Email,0.0,11308,642,33
2024-12-02,Hamburg,Organic,0.0,16941,478,30
2024-12-02,Hamburg,Affiliate,2030.64,58812,1038,37
2024-12-09,Hamburg,Google Ads,11088.04,317729,7650,528
2024-12-09,Hamburg,Meta,5642.51,196668,4128,274
2024-12-09,Hamburg,Email,0.0,15892,500,49
2024-12-09,Hamburg,Organic,0.0,20277,745,34
2024-12-09,Hamburg,Affiliate,2275.52,84182,2437,104
2024-12-16,Hamburg,Google Ads,10567.04,396050,12380,432
2024-12-16,Hamburg,Meta,5550.06,201636,5681,301
2024-12-16,Hamburg,Email,0.0,9008,419,25
2024-12-16,Hamburg,Organic,0.0,35035,1351,99
2024-12-16,Hamburg,Affiliate,2373.01,82111,1636,72
2024-12-23,Hamburg,Google Ads,11191.63,441202,12986,587
2024-12-23,Hamburg,Meta,5207.13,191507,5081,200
2024-12-23,Hamburg,Email,0.0,11091,553,50
2024-12-23,Hamburg,Organic,0.0,36925,1289,102
2024-12-23,Hamburg,Affiliate,2405.57,77785,1898,88
2024-12-30,Hamburg,Google Ads,10579.59,375069,9024,527
2024-12-30,Hamburg,Meta,5248.35,207198,3144,128
2024-12-30,Hamburg,Email,0.0,13523,786,59
2024-12-30,Hamburg,Organic,0.0,32332,964,46
2024-12-30,Hamburg,Affiliate,2349.8,84243,1582,67
2025-01-06,Hamburg,Google Ads,11245.17,394386,11794,687
2025-01-06,Hamburg,Meta,5314.53,202742,4297,194
2025-01-06,Hamburg,Email,0.0,14039,586,30
2025-01-06,Hamburg,Organic,0.0,32587,802,47
2025-01-06,Hamburg,Affiliate,2274.23,65392,1805,61
2025-01-13,Hamburg,Google Ads,11128.14,391843,8464,300
2025-01-13,Hamburg,Meta,5552.68,190188,4799,221
2025-01-13,Hamburg,Email,0.0,17400,740,39
2025-01-13,Hamburg,Organic,0.0,22206,772,43
2025-01-13,Hamburg,Affiliate,2447.76,80573,1397,68
2025-01-20,Hamburg,Google Ads,10486.23,313384,5684,266
2025-01-20,Hamburg,Meta,5326.22,201683,3091,204
2025-01-20,Hamburg,Email,0.0,11885,583,48
2025-01-20,Hamburg,Organic,0.0,33629,719,35
2025-01-20,Hamburg,Affiliate,2438.39,72449,1420,81
2025-01-27,Hamburg,Google Ads,10842.17,425943,10922,724
2025-01-27,Hamburg,Meta,5427.03,162845,2701,169
2025-01-27,Hamburg,Email,0.0,19104,814,45
2025-01-27,Hamburg,Organic,0.0,19760,728,53
2025-01-27,Hamburg,Affiliate,2115.5,71802,2355,123
2025-02-03,Hamburg,Google Ads,10973.6,424189,12618,503
2025-02-03,Hamburg,Meta,5312.04,194499,4592,288
2025-02-03,Hamburg,Email,0.0,18701,634,39
2025-02-03,Hamburg,Organic,0.0,16058,564,30
2025-02-03,Hamburg,Affiliate,2325.32,88411,2772,154
2025-02-10,Hamburg,Google Ads,11491.78,329901,10356,319
2025-02-10,Hamburg,Meta,5265.01,209853,5511,251
2025-02-10,Hamburg,Email,0.0,14420,574,52
2025-02-10,Hamburg,Organic,0.0,39861,1483,85
2025-02-10,Hamburg,Affiliate,2484.44,84742,2460,145
2025-02-17,Hamburg,Google Ads,11162.52,328523,9014,331
2025-02-17,Hamburg,Meta,5134.98,167153,4176,168
2025-02-17,Hamburg,Email,0.0,8184,367,32
2025-02-17,Hamburg,Organic,0.0,37579,1170,57
2025-02-17,Hamburg,Affiliate,2247.1,66431,2080,127
2025-02-24,Hamburg,Google Ads,10425.52,346260,8468,390
2025-02-24,Hamburg,Meta,5859.64,212399,4342,145
2025-02-24,Hamburg,Email,0.0,17414,1011,67
2025-02-24,Hamburg,Organic,0.0,30368,1149,72
2025-02-24,Hamburg,Affiliate,2291.61,68728,2149,74
2025-03-03,Hamburg,Google Ads,10212.22,381115,7624,325
2025-03-03,Hamburg,Meta,5984.15,226225,6212,198
2025-03-03,Hamburg,Email,0.0,9451,504,25
2025-03-03,Hamburg,Organic,0.0,32998,1309,78
2025-03-03,Hamburg,Affiliate,2275.82,72159,1630,87
2025-03-10,Hamburg,Google Ads,10536.1,380881,5818,229
2025-03-10,Hamburg,Meta,5120.99,160395,4198,242
2025-03-10,Hamburg,Email,0.0,13610,492,40
2025-03-10,Hamburg,Organic,0.0,27290,709,43
2025-03-10,Hamburg,Affiliate,2466.13,71882,1221,71
2025-03-17,Hamburg,Google Ads,11271.26,434706,7084,295
2025-03-17,Hamburg,Meta,5484.11,186778,4533,174
2025-03-17,Hamburg,Email,0.0,16593,530,47
2025-03-17,Hamburg,Organic,0.0,33068,901,70
2025-03-17,Hamburg,Affiliate,2281.14,80046,1287,62
2025-03-24,Hamburg,Google Ads,10192.48,352802,11966,752
2025-03-24,Hamburg,Meta,4872.0,167135,5281,362
2025-03-24,Hamburg,Email,0.0,18903,957,78
2025-03-24,Hamburg,Organic,0.0,19524,597,31
2025-03-24,Hamburg,Affiliate,2474.51,77028,2304,155
2025-03-31,Hamburg,Google Ads,11506.67,451743,10861,753
2025-03-31,Hamburg,Meta,4854.54,158447,4403,271
2025-03-31,Hamburg,Email,0.0,8203,450,29
2025-03-31,Hamburg,Organic,0.0,22373,518,26
2025-03-31,Hamburg,Affiliate,2223.75,82723,2348,152
2025-04-07,Hamburg,Google Ads,11185.42,422825,10918,737
2025-04-07,Hamburg,Meta,5621.57,165375,3448,180
2025-04-07,Hamburg,Email,0.0,10900,575,52
2025-04-07,Hamburg,Organic,0.0,16487,544,25
2025-04-07,Hamburg,Affiliate,2299.48,81549,2160,67
2025-04-14,Hamburg,Google Ads,11292.42,348699,5295,333
2025-04-14,Hamburg,Meta,5891.55,166934,4924,321
2025-04-14,Hamburg,Email,0.0,10306,339,30
2025-04-14,Hamburg,Organic,0.0,34894,1109,82
2025-04-14,Hamburg,Affiliate,2179.04,79222,1600,50
2025-04-21,Hamburg,Google Ads,10428.0,332415,8383,429
2025-04-21,Hamburg,Meta,5281.56,171777,5808,325
2025-04-21,Hamburg,Email,0.0,19546,1091,72
2025-04-21,Hamburg,Organic,0.0,38401,1001,52
2025-04-21,Hamburg,Affiliate,2381.45,67498,1897,102
2025-04-28,Hamburg,Google Ads,10667.61,344098,5964,410
2025-04-28,Hamburg,Meta,5431.0,153175,3033,103
2025-04-28,Hamburg,Email,0.0,8892,423,24
2025-04-28,Hamburg,Organic,0.0,15121,367,27
2025-04-28,Hamburg,Affiliate,2198.36,72460,2476,105
2025-05-05,Hamburg,Google Ads,11216.36,402330,8810,466
2025-05-05,Hamburg,Meta,5550.92,192624,4824,196
2025-05-05,Hamburg,Email,0.0,14090,519,29
2025-05-05,Hamburg,Organic,0.0,29397,810,63
2025-05-05,Hamburg,Affiliate,2367.82,79292,1432,75
2025-05-12,Hamburg,Google Ads,10330.08,384180,10473,428
2025-05-12,Hamburg,Meta,5210.19,165483,4357,189
2025-05-12,Hamburg,Email,0.0,18726,1011,66
2025-05-12,Hamburg,Organic,0.0,30958,672,41
2025-05-12,Hamburg,Affiliate,2364.6,75112,1287,48
2025-05-19,Hamburg,Google Ads,10994.58,417874,7899,430
2025-05-19,Hamburg,Meta,5004.3,176180,3854,207
2025-05-19,Hamburg,Email,0.0,10109,600,46
2025-05-19,Hamburg,Organic,0.0,34739,1155,53
2025-05-19,Hamburg,Affiliate,2059.77,71766,1815,111
2025-05-26,Hamburg,Google Ads,11136.23,419448,6776,379
2025-05-26,Hamburg,Meta,5900.51,190663,6596,392
2025-05-26,Hamburg,Email,0.0,13666,793,76
2025-05-26,Hamburg,Organic,0.0,37155,1336,99
2025-05-26,Hamburg,Affiliate,2602.4,98984,1960,100
2025-06-02,Hamburg,Google Ads,11863.59,421382,6856,416
2025-06-02,Hamburg,Meta,5773.02,186897,4839,315
2025-06-02,Hamburg,Email,0.0,16521,562,44
2025-06-02,Hamburg,Organic,0.0,17142,676,35
2025-06-02,Hamburg,Affiliate,2386.71,71987,2335,162
2025-06-09,Hamburg,Google Ads,10813.61,403429,11509,502
2025-06-09,Hamburg,Meta,5210.04,154933,2954,180
2025-06-09,Hamburg,Email,0.0,13064,475,26
2025-06-09,Hamburg,Organic,0.0,28959,1064,73
2025-06-09,Hamburg,Affiliate,2211.79,72814,1439,49
2025-06-16,Hamburg,Google Ads,10626.59,360430,11639,431
2025-06-16,Hamburg,Meta,5738.54,225968,5531,326
2025-06-16,Hamburg,Email,0.0,8934,507,40
2025-06-16,Hamburg,Organic,0.0,38986,1518,76
2025-06-16,Hamburg,Affiliate,2410.89,93537,2198,153
2025-06-23,Hamburg,Google Ads,9768.67,282227,9211,523
2025-06-23,Hamburg,Meta,5270.38,169562,5499,186
2025-06-23,Hamburg,Email,0.0,9722,340,17
2025-06-23,Hamburg,Organic,0.0,38124,1513,87
2025-06-23,Hamburg,Affiliate,2356.29,93233,1801,61
2025-06-30,Hamburg,Google Ads,11492.06,419090,11421,683
2025-06-30,Hamburg,Meta,5174.45,174347,4357,154
2025-06-30,Hamburg,Email,0.0,12453,624,61
2025-06-30,Hamburg,Organic,0.0,16741,533,33
2025-06-30,Hamburg,Affiliate,2269.1,69069,1605,78
2025-07-07,Hamburg,Google Ads,11073.99,421454,10148,658
2025-07-07,Hamburg,Meta,5734.61,196757,5785,304
2025-07-07,Hamburg,Email,0.0,15330,872,59
2025-07-07,Hamburg,Organic,0.0,21809,804,56
2025-07-07,Hamburg,Affiliate,2199.01,67866,1404,64
2025-07-14,Hamburg,Google Ads,11451.29,451505,10388,404
2025-07-14,Hamburg,Meta,5408.49,212501,3449,121
2025-07-14,Hamburg,Email,0.0,12953,767,54
2025-07-14,Hamburg,Organic,0.0,37206,1406,81
2025-07-14,Hamburg,Affiliate,2331.3,79977,1995,82
2025-07-21,Hamburg,Google Ads,10809.98,361029,7752,303
2025-07-21,Hamburg,Meta,5129.42,189568,3646,125
2025-07-21,Hamburg,Email,0.0,15086,802,66
2025-07-21,Hamburg,Organic,0.0,30870,1121,73
2025-07-21,Hamburg,Affiliate,2167.07,82786,2566,86
2025-07-28,Hamburg,Google Ads,10394.33,294188,8049,418
2025-07-28,Hamburg,Meta,5521.4,171047,3564,239
2025-07-28,Hamburg,Email,0.0,8328,255,15
2025-07-28,Hamburg,Organic,0.0,34465,1105,66
