city,cohort_week,weeks_since_acquisition,cohort_size,active_customers,revenue
Cologne,2024-03-04,0,327,304,57346.11
Cologne,2024-03-04,4,327,181,35236.75
Cologne,2024-03-04,8,327,105,22350.19
Cologne,2024-03-04,12,327,53,9949.06
Cologne,2024-03-11,0,320,320,60767.48
Cologne,2024-03-11,4,320,181,33986.42
Cologne,2024-03-11,8,320,105,19720.26
Cologne,2024-03-11,12,320,54,10874.53
Cologne,2024-03-18,0,319,315,61359.59
Cologne,2024-03-18,4,319,175,33831.06
Cologne,2024-03-18,8,319,95,18580.06
Cologne,2024-03-18,12,319,53,9908.08
Cologne,2024-03-25,0,306,306,60451.6
Cologne,2024-03-25,4,306,168,32131.32
Cologne,2024-03-25,8,306,92,17729.76
Cologne,2024-03-25,12,306,55,11400.12
Cologne,2024-04-01,0,334,334,64982.65
Cologne,2024-04-01,4,334,174,32603.21
Cologne,2024-04-01,8,334,106,20047.3
Cologne,2024-04-01,12,334,53,10185.39
Cologne,2024-04-08,0,325,325,61020.29
Cologne,2024-04-08,4,325,192,35970.94
Cologne,2024-04-08,8,325,105,20011.34
Cologne,2024-04-08,12,325,51,9821.3
Cologne,2024-04-15,0,338,338,66885.61
Cologne,2024-04-15,4,338,183,36736.03
Cologne,2024-04-15,8,338,113,22226.71
Cologne,2024-04-15,12,338,55,11169.4
Cologne,2024-04-22,0,324,300,61127.02
Cologne,2024-04-22,4,324,172,34285.58
Cologne,2024-04-22,8,324,94,17568.81
Cologne,2024-04-22,12,324,52,10843.78
Cologne,2024-04-29,0,323,323,59187.36
Cologne,2024-04-29,4,323,189,36553.53
Cologne,2024-04-29,8,323,98,18657.26
Cologne,2024-04-29,12,323,53,10096.38
Cologne,2024-05-06,0,334,334,65978.52
Cologne,2024-05-06,4,334,193,34251.02
Cologne,2024-05-06,8,334,96,17811.86
Cologne,2024-05-06,12,334,54,11961.22
Cologne,2024-05-13,0,326,323,63167.59
Cologne,2024-05-13,4,326,170,30886.56
Cologne,2024-05-13,8,326,110,21860.74
Cologne,2024-05-13,12,326,55,9407.97
Cologne,2024-05-20,0,318,294,57721.32
Cologne,2024-05-20,4,318,183,36743.9
Cologne,2024-05-20,8,318,101,20425.48
Cologne,2024-05-20,12,318,57,10844.16
Cologne,2024-05-27,0,354,354,65311.56
Cologne,2024-05-27,4,354,192,39424.08
Cologne,2024-05-27,8,354,105,20703.07
Cologne,2024-05-27,12,354,62,12553.23
Cologne,2024-06-03,0,338,338,59968.27
Cologne,2024-06-03,4,338,173,33298.36
Cologne,2024-06-03,8,338,104,19340.18
Cologne,2024-06-03,12,338,58,10666.85
Cologne,2024-06-10,0,316,316,55887.96
Cologne,2024-06-10,4,316,176,34321.15
Cologne,2024-06-10,8,316,96,20183.35
Cologne,2024-06-10,12,316,50,9647.92
Cologne,2024-06-17,0,354,337,64716.03
Cologne,2024-06-17,4,354,181,36392.48
Cologne,2024-06-17,8,354,106,21813.57
Cologne,2024-06-17,12,354,53,10333.5
Cologne,2024-06-24,0,350,341,65560.82
Cologne,2024-06-24,4,350,197,37262.77
Cologne,2024-06-24,8,350,112,22534.77
Cologne,2024-06-24,12,350,56,10523.95
Cologne,2024-07-01,0,316,307,60000.59
Cologne,2024-07-01,4,316,185,30755.65
Cologne,2024-07-01,8,316,97,18949.83
Cologne,2024-07-01,12,316,53,9611.48
Cologne,2024-07-08,0,349,349,67676.81
Cologne,2024-07-08,4,349,196,40114.91
Cologne,2024-07-08,8,349,116,22845.92
Cologne,2024-07-08,12,349,60,11823.84
Cologne,2024-07-15,0,344,344,71316.89
Cologne,2024-07-15,4,344,187,38474.19
Cologne,2024-07-15,8,344,102,17909.03
Cologne,2024-07-15,12,344,54,10905.54
Cologne,2024-07-22,0,316,305,61200.24
Cologne,2024-07-22,4,316,173,35581.92
Cologne,2024-07-22,8,316,95,18649.21
Cologne,2024-07-22,12,316,54,9830.69
Cologne,2024-07-29,0,342,321,63588.78
Cologne,2024-07-29,4,342,190,35856.46
Cologne,2024-07-29,8,342,102,20204.86
Cologne,2024-07-29,12,342,54,10640.92
Cologne,2024-08-05,0,323,303,55923.67
Cologne,2024-08-05,4,323,174,33598.8
Cologne,2024-08-05,8,323,92,18805.55
Cologne,2024-08-05,12,323,57,12394.52
Cologne,2024-08-12,0,328,328,62268.9
Cologne,2024-08-12,4,328,173,33300.25
Cologne,2024-08-12,8,328,102,20539.27
Cologne,2024-08-12,12,328,58,11412.25
Cologne,2024-08-19,0,341,340,66276.89
Cologne,2024-08-19,4,341,190,37164.23
Cologne,2024-08-19,8,341,102,20622.5
Cologne,2024-08-19,12,341,60,11909.25
Cologne,2024-08-26,0,346,336,62735.5
Cologne,2024-08-26,4,346,186,35101.13
Cologne,2024-08-26,8,346,107,21461.34
Cologne,2024-08-26,12,346,56,12152.24
Cologne,2024-09-02,0,332,332,64443.33
Cologne,2024-09-02,4,332,191,36472.94
Cologne,2024-09-02,8,332,97,19578.83
Cologne,2024-09-02,12,332,61,11266.94
Cologne,2024-09-09,0,348,348,68902.72
Cologne,2024-09-09,4,348,191,36390.61
Cologne,2024-09-09,8,348,104,19616.01
Cologne,2024-09-09,12,348,58,11426.71
Cologne,2024-09-16,0,329,325,66069.85
Cologne,2024-09-16,4,329,180,35774.97
Cologne,2024-09-16,8,329,105,20066.89
Cologne,2024-09-16,12,329,57,11301.16
Cologne,2024-09-23,0,333,320,64222.78
Cologne,2024-09-23,4,333,182,36157.89
Cologne,2024-09-23,8,333,103,20742.44
Cologne,2024-09-23,12,333,58,10863.22
Cologne,2024-09-30,0,312,312,61285.66
Cologne,2024-09-30,4,312,164,30502.49
Cologne,2024-09-30,8,312,91,18295.61
Cologne,2024-09-30,12,312,54,10427.37
Cologne,2024-10-07,0,316,312,67798.22
Cologne,2024-10-07,4,316,177,36067.7
Cologne,2024-10-07,8,316,100,18785.51
Cologne,2024-10-07,12,316,54,11064.84
Cologne,2024-10-14,0,319,319,56904.03
Cologne,2024-10-14,4,319,177,36065.47
Cologne,2024-10-14,8,319,90,16363.51
Cologne,2024-10-14,12,319,53,9853.61
Cologne,2024-10-21,0,315,315,62770.29
Cologne,2024-10-21,4,315,180,36381.88
Cologne,2024-10-21,8,315,100,19359.73
Cologne,2024-10-21,12,315,53,11097.59
Cologne,2024-10-28,0,315,302,57946.01
Cologne,2024-10-28,4,315,171,34549.9
Cologne,2024-10-28,8,315,95,19060.36
Cologne,2024-10-28,12,315,51,9730.05
Cologne,2024-11-04,0,316,316,62378.09
Cologne,2024-11-04,4,316,184,38451.79
Cologne,2024-11-04,8,316,95,16292.45
Cologne,2024-11-04,12,316,55,10545.01
Cologne,2024-11-11,0,325,315,61547.92
Cologne,2024-11-11,4,325,151,32053.93
Cologne,2024-11-11,8,325,98,17648.4
Cologne,2024-11-11,12,325,60,10978.95
Cologne,2024-11-18,0,315,315,59404.32
Cologne,2024-11-18,4,315,167,35483.99
Cologne,2024-11-18,8,315,98,20117.47
Cologne,2024-11-18,12,315,52,9831.14
Cologne,2024-11-25,0,325,325,66491.36
Cologne,2024-11-25,4,325,177,33653.82
Cologne,2024-11-25,8,325,95,18371.57
Cologne,2024-11-25,12,325,53,10142.03
Cologne,2024-12-02,0,323,316,69818.33
Cologne,2024-12-02,4,323,185,35560.07
Cologne,2024-12-02,8,323,95,17642.45
Cologne,2024-12-02,12,323,54,10700.49
Cologne,2024-12-09,0,287,274,59254.64
Cologne,2024-12-09,4,287,163,33125.94
Cologne,2024-12-09,8,287,88,17018.81
Cologne,2024-12-09,12,287,47,8436.18
Cologne,2024-12-16,0,317,303,60034.44
Cologne,2024-12-16,4,317,162,29020.71
Cologne,2024-12-16,8,317,101,21142.68
Cologne,2024-12-16,12,317,58,10886.21
Cologne,2024-12-23,0,308,303,60457.56
Cologne,2024-12-23,4,308,180,37916.69
Cologne,2024-12-23,8,308,89,17373.52
Cologne,2024-12-23,12,308,51,9916.88
Cologne,2024-12-30,0,329,322,64270.37
Cologne,2024-12-30,4,329,179,33707.06
Cologne,2024-12-30,8,329,101,19660.18
Cologne,2024-12-30,12,329,54,11116.2
Cologne,2025-01-06,0,305,291,53982.29
Cologne,2025-01-06,4,305,171,34862.5
Cologne,2025-01-06,8,305,88,17362.75
Cologne,2025-01-06,12,305,51,9174.88
Cologne,2025-01-13,0,317,317,62823.58
Cologne,2025-01-13,4,317,163,35098.25
Cologne,2025-01-13,8,317,97,20525.51
Cologne,2025-01-13,12,317,54,11116.26
Cologne,2025-01-20,0,301,292,54522.92
Cologne,2025-01-20,4,301,162,32720.99
Cologne,2025-01-20,8,301,90,18084.01
Cologne,2025-01-20,12,301,48,10459.94
Cologne,2025-01-27,0,320,320,64442.83
Cologne,2025-01-27,4,320,176,33021.74
Cologne,2025-01-27,8,320,99,19157.52
Cologne,2025-01-27,12,320,57,9992.45
Cologne,2025-02-03,0,340,329,69990.9
Cologne,2025-02-03,4,340,185,36937.69
Cologne,2025-02-03,8,340,101,20227.44
Cologne,2025-02-03,12,340,59,11650.52
Cologne,2025-02-10,0,312,312,67873.59
Cologne,2025-02-10,4,312,177,36835.82
Cologne,2025-02-10,8,312,97,18369.76
Cologne,2025-02-10,12,312,57,9737.29
Cologne,2025-02-17,0,336,336,61597.39
Cologne,2025-02-17,4,336,195,34903.67
Cologne,2025-02-17,8,336,102,20525.0
Cologne,2025-02-17,12,336,58,12289.73
Cologne,2025-02-24,0,329,319,65711.23
Cologne,2025-02-24,4,329,174,33066.92
Cologne,2025-02-24,8,329,101,19894.26
Cologne,2025-02-24,12,329,54,10163.14
Cologne,2025-03-03,0,334,325,65132.24
Cologne,2025-03-03,4,334,190,37493.57
Cologne,2025-03-03,8,334,101,17587.53
Cologne,2025-03-03,12,334,57,11258.76
Cologne,2025-03-10,0,309,298,60521.19
Cologne,2025-03-10,4,309,166,34043.37
Cologne,2025-03-10,8,309,99,19943.0
Cologne,2025-03-10,12,309,47,9632.29
Cologne,2025-03-17,0,322,315,56651.99
Cologne,2025-03-17,4,322,184,35677.96
Cologne,2025-03-17,8,322,99,20422.26
Cologne,2025-03-17,12,322,54,10463.88
Cologne,2025-03-24,0,340,340,66676.79
Cologne,2025-03-24,4,340,188,37398.79
Cologne,2025-03-24,8,340,102,18967.61
Cologne,2025-03-24,12,340,57,11255.77
Cologne,2025-03-31,0,344,344,68365.76
Cologne,2025-03-31,4,344,188,35387.77
Cologne,2025-03-31,8,344,109,21954.26
Cologne,2025-03-31,12,344,57,11007.86
Cologne,2025-04-07,0,318,318,58255.39
Cologne,2025-04-07,4,318,178,34985.49
Cologne,2025-04-07,8,318,101,19211.86
Cologne,2025-04-07,12,318,52,9827.83
Cologne,2025-04-14,0,350,350,70025.18
Cologne,2025-04-14,4,350,192,37713.69
Cologne,2025-04-14,8,350,107,21746.95
Cologne,2025-04-14,12,350,59,11702.44
Cologne,2025-04-21,0,352,352,68203.86
Cologne,2025-04-21,4,352,205,36620.78
Cologne,2025-04-21,8,352,106,22033.46
Cologne,2025-04-21,12,352,59,11379.23
Cologne,2025-04-28,0,336,328,68845.87
Cologne,2025-04-28,4,336,183,33723.05
Cologne,2025-04-28,8,336,102,20235.94
Cologne,2025-04-28,12,336,53,9937.92
Cologne,2025-05-05,0,327,327,64168.35
Cologne,2025-05-05,4,327,188,34136.74
Cologne,2025-05-05,8,327,102,21456.19
Cologne,2025-05-05,12,327,56,11531.49
Cologne,2025-05-12,0,364,361,69333.54
Cologne,2025-05-12,4,364,197,38598.68
Cologne,2025-05-12,8,364,105,20496.17
Cologne,2025-05-12,12,364,61,11254.55
Cologne,2025-05-19,0,359,348,61387.69
Cologne,2025-05-19,4,359,193,39845.53
Cologne,2025-05-19,8,359,112,20448.28
Cologne,2025-05-19,12,359,60,10853.4
Cologne,2025-05-26,0,372,372,66462.2
Cologne,2025-05-26,4,372,196,35881.57
Cologne,2025-05-26,8,372,115,23846.44
Cologne,2025-05-26,12,372,62,10811.36
Cologne,2025-06-02,0,378,378,74326.31
Cologne,2025-06-02,4,378,192,39316.17
Cologne,2025-06-02,8,378,108,21575.96
Cologne,2025-06-02,12,378,65,11398.39
Cologne,2025-06-09,0,350,350,69038.71
Cologne,2025-06-09,4,350,181,35253.39
Cologne,2025-06-09,8,350,102,19224.18
Cologne,2025-06-09,12,350,62,12939.47
Cologne,2025-06-16,0,369,357,66253.54
Cologne,2025-06-16,4,369,204,40687.41
Cologne,2025-06-16,8,369,121,24171.65
Cologne,2025-06-16,12,369,60,11674.78
Cologne,2025-06-23,0,383,373,74251.85
Cologne,2025-06-23,4,383,204,38587.15
Cologne,2025-06-23,8,383,122,24322.79
Cologne,2025-06-23,12,383,65,11634.54
Cologne,2025-06-30,0,340,314,57391.63
Cologne,2025-06-30,4,340,189,38333.01
Cologne,2025-06-30,8,340,111,20917.07
Cologne,2025-06-30,12,340,55,10439.98
Cologne,2025-07-07,0,389,373,77435.8
Cologne,2025-07-07,4,389,208,42293.15
Cologne,2025-07-07,8,389,121,21911.72
Cologne,2025-07-07,12,389,69,13514.73
Cologne,2025-07-14,0,354,354,69006.75
Cologne,2025-07-14,4,354,188,32980.59
Cologne,2025-07-14,8,354,106,20895.16
Cologne,2025-07-14,12,354,60,12287.12
Cologne,2025-07-21,0,360,355,66837.6
Cologne,2025-07-21,4,360,197,36273.13
Cologne,2025-07-21,8,360,114,22703.97
Cologne,2025-07-21,12,360,69,13300.51
Cologne,2025-07-28,0,379,379,72428.14
Cologne,2025-07-28,4,379,199,42024.66
Cologne,2025-07-28,8,379,118,21312.23
Cologne,2025-07-28,12,379,57,10853.75
Cologne,2025-08-04,0,356,356,66027.84
Cologne,2025-08-04,4,356,196,38404.85
Cologne,2025-08-04,8,356,112,21906.39
Cologne,2025-08-04,12,356,62,12985.33
Cologne,2025-08-11,0,360,358,68781.99
Cologne,2025-08-11,4,360,204,42552.18
Cologne,2025-08-11,8,360,109,21047.37
Cologne,2025-08-11,12,360,62,11161.45
Cologne,2025-08-18,0,340,338,63182.16
Cologne,2025-08-18,4,340,179,36835.04
Cologne,2025-08-18,8,340,102,19254.95
Cologne,2025-08-18,12,340,57,12041.97
Cologne,2025-08-25,0,385,365,72060.3
Cologne,2025-08-25,4,385,213,40125.58
Cologne,2025-08-25,8,385,114,21498.47
Cologne,2025-08-25,12,385,68,14375.79
Cologne,2025-09-01,0,351,351,71533.27
Cologne,2025-09-01,4,351,195,40984.71
Cologne,2025-09-01,8,351,103,20353.2
Cologne,2025-09-01,12,351,61,11822.51
Cologne,2025-09-08,0,369,369,72058.08
Cologne,2025-09-08,4,369,217,42200.31
Cologne,2025-09-08,8,369,121,22518.52
Cologne,2025-09-08,12,369,64,12446.55
Cologne,2025-09-15,0,325,325,63915.88
Cologne,2025-09-15,4,325,182,34426.39
Cologne,2025-09-15,8,325,97,17924.63
Cologne,2025-09-15,12,325,60,13075.35
Cologne,2025-09-22,0,355,355,68117.83
Cologne,2025-09-22,4,355,190,33627.51
Cologne,2025-09-22,8,355,110,20230.29
Cologne,2025-09-22,12,355,60,11883.95
Cologne,2025-09-29,0,336,328,62108.97
Cologne,2025-09-29,4,336,181,36542.36
Cologne,2025-09-29,8,336,105,22607.05
Cologne,2025-09-29,12,336,56,11120.91
Cologne,2025-10-06,0,296,296,56305.05
Cologne,2025-10-06,4,296,163,31525.17
Cologne,2025-10-06,8,296,88,17907.33
Cologne,2025-10-13,0,335,327,68863.31
Cologne,2025-10-13,4,335,180,38307.8
Cologne,2025-10-13,8,335,102,18116.91
Cologne,2025-10-20,0,308,308,61742.71
Cologne,2025-10-20,4,308,160,32982.54
Cologne,2025-10-20,8,308,93,18205.37
Cologne,2025-10-27,0,312,312,57234.96
Cologne,2025-10-27,4,312,174,33406.28
Cologne,2025-10-27,8,312,98,19171.33
Cologne,2025-11-03,0,322,322,70751.03
Cologne,2025-11-03,4,322,181,38255.95
Cologne,2025-11-10,0,340,336,63302.47
Cologne,2025-11-10,4,340,200,36243.45
Cologne,2025-11-17,0,303,303,62964.23
Cologne,2025-11-17,4,303,169,29856.47
Cologne,2025-11-24,0,299,299,64702.33
Cologne,2025-11-24,4,299,179,34340.41
Cologne,2025-12-01,0,291,289,57850.25
Cologne,2025-12-08,0,345,345,68414.73
Cologne,2025-12-15,0,304,304,65369.04
Cologne,2025-12-22,0,327,316,61743.96
Frankfurt,2024-01-01,0,306,293,64050.7
Frankfurt,2024-01-01,4,306,219,46453.88
Frankfurt,2024-01-01,8,306,169,39117.8
Frankfurt,2024-01-01,12,306,115,23671.49
Frankfurt,2024-01-08,0,289,289,59792.17
Frankfurt,2024-01-08,4,289,202,49916.75
Frankfurt,2024-01-08,8,289,162,34263.87
Frankfurt,2024-01-08,12,289,117,26543.2
Frankfurt,2024-01-15,0,276,270,59260.14
Frankfurt,2024-01-15,4,276,196,42200.19
Frankfurt,2024-01-15,8,276,152,33643.34
Frankfurt,2024-01-15,12,276,121,27376.33
Frankfurt,2024-01-22,0,309,306,69166.88
Frankfurt,2024-01-22,4,309,221,44129.13
Frankfurt,2024-01-22,8,309,154,35243.51
Frankfurt,2024-01-22,12,309,124,26439.24
Frankfurt,2024-01-29,0,271,266,62446.93
Frankfurt,2024-01-29,4,271,199,45478.88
Frankfurt,2024-01-29,8,271,142,35631.27
Frankfurt,2024-01-29,12,271,105,21040.06
Frankfurt,2024-02-05,0,263,263,58452.84
Frankfurt,2024-02-05,4,263,203,50196.32
Frankfurt,2024-02-05,8,263,144,29232.62
Frankfurt,2024-02-05,12,263,110,24600.87
Frankfurt,2024-02-12,0,271,271,60442.4
Frankfurt,2024-02-12,4,271,216,49622.99
Frankfurt,2024-02-12,8,271,128,28654.01
Frankfurt,2024-02-12,12,271,108,21735.13
Frankfurt,2024-02-19,0,259,259,55876.49
Frankfurt,2024-02-19,4,259,196,44320.24
Frankfurt,2024-02-19,8,259,146,33266.2
Frankfurt,2024-02-19,12,259,101,21653.11
Frankfurt,2024-02-26,0,310,310,67047.3
Frankfurt,2024-02-26,4,310,212,47634.57
Frankfurt,2024-02-26,8,310,176,38746.5
Frankfurt,2024-02-26,12,310,115,26246.22
Frankfurt,2024-03-04,0,288,284,66669.97
Frankfurt,2024-03-04,4,288,216,48145.51
Frankfurt,2024-03-04,8,288,166,41793.33
Frankfurt,2024-03-04,12,288,116,25074.96
Frankfurt,2024-03-11,0,298,298,61498.69
Frankfurt,2024-03-11,4,298,216,43710.36
Frankfurt,2024-03-11,8,298,169,34881.68
Frankfurt,2024-03-11,12,298,117,26208.42
Frankfurt,2024-03-18,0,316,316,68037.88
Frankfurt,2024-03-18,4,316,212,47391.33
Frankfurt,2024-03-18,8,316,183,43321.3
Frankfurt,2024-03-18,12,316,135,29536.05
Frankfurt,2024-03-25,0,339,339,70559.79
Frankfurt,2024-03-25,4,339,237,51606.03
Frankfurt,2024-03-25,8,339,183,38048.78
Frankfurt,2024-03-25,12,339,147,31979.2
Frankfurt,2024-04-01,0,301,301,60346.16
Frankfurt,2024-04-01,4,301,218,47955.74
Frankfurt,2024-04-01,8,301,157,36874.35
Frankfurt,2024-04-01,12,301,121,28084.51
Frankfurt,2024-04-08,0,304,300,63945.44
Frankfurt,2024-04-08,4,304,220,51112.81
Frankfurt,2024-04-08,8,304,168,41371.3
Frankfurt,2024-04-08,12,304,125,26821.71
Frankfurt,2024-04-15,0,322,309,72464.13
Frankfurt,2024-04-15,4,322,243,56659.78
Frankfurt,2024-04-15,8,322,181,39348.98
Frankfurt,2024-04-15,12,322,134,30237.51
Frankfurt,2024-04-22,0,320,320,73090.01
Frankfurt,2024-04-22,4,320,240,51520.22
Frankfurt,2024-04-22,8,320,158,34016.53
Frankfurt,2024-04-22,12,320,129,29096.42
Frankfurt,2024-04-29,0,321,317,71987.92
Frankfurt,2024-04-29,4,321,223,48919.2
Frankfurt,2024-04-29,8,321,178,40314.36
Frankfurt,2024-04-29,12,321,127,29106.32
Frankfurt,2024-05-06,0,331,330,69875.97
Frankfurt,2024-05-06,4,331,230,52122.12
Frankfurt,2024-05-06,8,331,181,35724.44
Frankfurt,2024-05-06,12,331,129,29492.05
Frankfurt,2024-05-13,0,309,295,63014.33
Frankfurt,2024-05-13,4,309,242,53503.14
Frankfurt,2024-05-13,8,309,165,36524.55
Frankfurt,2024-05-13,12,309,123,24307.62
Frankfurt,2024-05-20,0,317,317,62228.14
Frankfurt,2024-05-20,4,317,225,52545.63
Frankfurt,2024-05-20,8,317,171,39077.22
Frankfurt,2024-05-20,12,317,129,28736.63
Frankfurt,2024-05-27,0,350,350,79272.18
Frankfurt,2024-05-27,4,350,259,54649.02
Frankfurt,2024-05-27,8,350,198,40860.37
Frankfurt,2024-05-27,12,350,136,31478.89
Frankfurt,2024-06-03,0,300,300,62000.07
Frankfurt,2024-06-03,4,300,207,50350.38
Frankfurt,2024-06-03,8,300,158,35843.05
Frankfurt,2024-06-03,12,300,124,25482.92
Frankfurt,2024-06-10,0,325,324,66825.61
Frankfurt,2024-06-10,4,325,229,48538.02
Frankfurt,2024-06-10,8,325,181,32786.07
Frankfurt,2024-06-10,12,325,125,28022.71
Frankfurt,2024-06-17,0,320,320,77634.28
Frankfurt,2024-06-17,4,320,239,53663.36
Frankfurt,2024-06-17,8,320,188,37508.9
Frankfurt,2024-06-17,12,320,126,27932.68
Frankfurt,2024-06-24,0,353,350,74287.05
Frankfurt,2024-06-24,4,353,251,57249.54
Frankfurt,2024-06-24,8,353,191,41132.14
Frankfurt,2024-06-24,12,353,144,31816.46
Frankfurt,2024-07-01,0,333,329,74956.94
Frankfurt,2024-07-01,4,333,259,55827.7
Frankfurt,2024-07-01,8,333,167,36137.09
Frankfurt,2024-07-01,12,333,132,29023.91
Frankfurt,2024-07-08,0,317,301,68295.84
Frankfurt,2024-07-08,4,317,227,52542.3
Frankfurt,2024-07-08,8,317,178,40866.92
Frankfurt,2024-07-08,12,317,126,28573.79
Frankfurt,2024-07-15,0,313,313,62641.52
Frankfurt,2024-07-15,4,313,220,50704.43
Frankfurt,2024-07-15,8,313,167,36339.23
Frankfurt,2024-07-15,12,313,129,29657.38
Frankfurt,2024-07-22,0,327,327,72965.47
Frankfurt,2024-07-22,4,327,243,53574.39
Frankfurt,2024-07-22,8,327,171,38392.03
Frankfurt,2024-07-22,12,327,133,29648.76
Frankfurt,2024-07-29,0,327,327,72277.06
Frankfurt,2024-07-29,4,327,241,48636.98
Frankfurt,2024-07-29,8,327,182,40499.71
Frankfurt,2024-07-29,12,327,125,27460.06
Frankfurt,2024-08-05,0,326,316,68504.37
Frankfurt,2024-08-05,4,326,247,57289.09
Frankfurt,2024-08-05,8,326,174,40713.63
Frankfurt,2024-08-05,12,326,143,27480.17
Frankfurt,2024-08-12,0,307,289,62501.84
Frankfurt,2024-08-12,4,307,229,50561.29
Frankfurt,2024-08-12,8,307,164,39001.6
Frankfurt,2024-08-12,12,307,127,26193.07
Frankfurt,2024-08-19,0,325,301,66582.4
Frankfurt,2024-08-19,4,325,238,50630.06
Frankfurt,2024-08-19,8,325,174,36815.63
Frankfurt,2024-08-19,12,325,131,27974.3
Frankfurt,2024-08-26,0,315,315,69961.41
Frankfurt,2024-08-26,4,315,242,51620.97
Frankfurt,2024-08-26,8,315,175,35873.1
Frankfurt,2024-08-26,12,315,134,32140.58
Frankfurt,2024-09-02,0,302,302,69655.22
Frankfurt,2024-09-02,4,302,224,53517.57
Frankfurt,2024-09-02,8,302,166,33947.38
Frankfurt,2024-09-02,12,302,125,28850.99
Frankfurt,2024-09-09,0,334,333,75850.16
Frankfurt,2024-09-09,4,334,235,48374.23
Frankfurt,2024-09-09,8,334,181,41095.61
Frankfurt,2024-09-09,12,334,134,26295.43
Frankfurt,2024-09-16,0,305,305,59579.17
Frankfurt,2024-09-16,4,305,237,53603.66
Frankfurt,2024-09-16,8,305,168,37733.93
Frankfurt,2024-09-16,12,305,127,27426.0
Frankfurt,2024-09-23,0,329,329,74022.75
Frankfurt,2024-09-23,4,329,227,50658.66
Frankfurt,2024-09-23,8,329,199,41874.3
Frankfurt,2024-09-23,12,329,130,30325.43
Frankfurt,2024-09-30,0,313,309,66985.48
Frankfurt,2024-09-30,4,313,241,53372.6
Frankfurt,2024-09-30,8,313,172,38075.77
Frankfurt,2024-09-30,12,313,122,27291.48
Frankfurt,2024-10-07,0,308,307,66037.36
Frankfurt,2024-10-07,4,308,215,49827.37
Frankfurt,2024-10-07,8,308,162,34532.81
Frankfurt,2024-10-07,12,308,125,28868.89
Frankfurt,2024-10-14,0,309,304,67656.67
Frankfurt,2024-10-14,4,309,227,48082.22
Frankfurt,2024-10-14,8,309,178,39398.68
Frankfurt,2024-10-14,12,309,128,26275.07
Frankfurt,2024-10-21,0,324,305,69784.8
Frankfurt,2024-10-21,4,324,244,50691.41
Frankfurt,2024-10-21,8,324,180,40705.4
Frankfurt,2024-10-21,12,324,124,28774.77
Frankfurt,2024-10-28,0,304,297,62279.95
Frankfurt,2024-10-28,4,304,221,47207.13
Frankfurt,2024-10-28,8,304,169,36381.62
Frankfurt,2024-10-28,12,304,121,28469.75
Frankfurt,2024-11-04,0,295,274,60024.6
Frankfurt,2024-11-04,4,295,218,47607.01
Frankfurt,2024-11-04,8,295,149,33354.05
Frankfurt,2024-11-04,12,295,115,26593.24
Frankfurt,2024-11-11,0,279,279,64547.09
Frankfurt,2024-11-11,4,279,217,45207.88
Frankfurt,2024-11-11,8,279,154,34238.94
Frankfurt,2024-11-11,12,279,118,25549.59
Frankfurt,2024-11-18,0,326,326,71202.87
Frankfurt,2024-11-18,4,326,233,46812.86
Frankfurt,2024-11-18,8,326,187,41428.61
Frankfurt,2024-11-18,12,326,133,28954.17
Frankfurt,2024-11-25,0,319,319,71548.35
Frankfurt,2024-11-25,4,319,236,50383.5
Frankfurt,2024-11-25,8,319,168,38259.45
Frankfurt,2024-11-25,12,319,129,29767.06
Frankfurt,2024-12-02,0,303,303,64561.98
Frankfurt,2024-12-02,4,303,203,43737.34
Frankfurt,2024-12-02,8,303,163,37016.0
Frankfurt,2024-12-02,12,303,121,25200.08
Frankfurt,2024-12-09,0,308,292,69332.33
Frankfurt,2024-12-09,4,308,242,54556.21
Frankfurt,2024-12-09,8,308,166,36127.31
Frankfurt,2024-12-09,12,308,128,27105.66
Frankfurt,2024-12-16,0,273,266,60366.28
Frankfurt,2024-12-16,4,273,193,41285.14
Frankfurt,2024-12-16,8,273,155,33291.66
Frankfurt,2024-12-16,12,273,107,22377.33
Frankfurt,2024-12-23,0,280,271,52506.21
Frankfurt,2024-12-23,4,280,226,48314.11
Frankfurt,2024-12-23,8,280,152,35636.43
Frankfurt,2024-12-23,12,280,112,25714.68
Frankfurt,2024-12-30,0,287,287,56488.47
Frankfurt,2024-12-30,4,287,212,48286.0
Frankfurt,2024-12-30,8,287,156,33966.93
Frankfurt,2024-12-30,12,287,109,24541.19
Frankfurt,2025-01-06,0,282,282,57973.2
Frankfurt,2025-01-06,4,282,202,45102.4
Frankfurt,2025-01-06,8,282,149,31755.11
Frankfurt,2025-01-06,12,282,109,22781.18
Frankfurt,2025-01-13,0,286,271,53117.1
Frankfurt,2025-01-13,4,286,209,47943.48
Frankfurt,2025-01-13,8,286,161,35401.49
Frankfurt,2025-01-13,12,286,116,25241.49
Frankfurt,2025-01-20,0,324,324,70757.07
Frankfurt,2025-01-20,4,324,242,50794.19
Frankfurt,2025-01-20,8,324,184,37699.76
Frankfurt,2025-01-20,12,324,128,26317.84
Frankfurt,2025-01-27,0,312,312,76326.49
Frankfurt,2025-01-27,4,312,231,50019.12
Frankfurt,2025-01-27,8,312,178,37041.09
Frankfurt,2025-01-27,12,312,119,26444.26
Frankfurt,2025-02-03,0,298,298,69649.85
Frankfurt,2025-02-03,4,298,225,50200.25
Frankfurt,2025-02-03,8,298,164,34030.61
